Code	ObjType	sf_AltName	ShortName	sf_Enum	sf_HierIndent	Notes	f_OutputFormNum	f_OutputFormTime	f_OutputFormText
ReservD	MC	Нет	Резерв полный, Дни	Нет	Нет			По умолчанию	Лево
ReservFinH	MC	Нет	Резерв полный, Окончание, Часы	Нет	Нет			По умолчанию	Лево
ReservFinD	MC	Нет	Резерв полный, Окончание, Дни	Нет	Нет			По умолчанию	Лево
ReservSuperH	MC	Нет	Резерв супер, Часы	Нет	Нет			По умолчанию	Лево
ReservSuperD	MC	Нет	Резерв супер, Дни	Нет	Нет			По умолчанию	Лево
f_FreeReservH	MC	Нет	Резерв свободный, Часы	Нет	Нет			По умолчанию	Лево
f_FreeReservD	MC	Нет	Резерв свободный, Дни	Нет	Нет			По умолчанию	Лево
f_ReservNegFinH	MC	Нет	Резерв отрицательный, Окончание, Часы	Нет	Нет			По умолчанию	Лево
f_ReservNegFinD	MC	Нет	Резерв отрицательный, Окончание, Дни	Нет	Нет			По умолчанию	Лево
f_ReservNegStartH	MC	Нет	Резерв отрицательный, Начало, Часы	Нет	Нет			По умолчанию	Лево
f_ReservNegStartD	MC	Нет	Резерв отрицательный, Начало, Дни	Нет	Нет			По умолчанию	Лево
f_FlexStartH	MC	Нет	Начало FLEX, Часы	Нет	Нет			По умолчанию	Лево
f_FlexStartD	MC	Нет	Начало FLEX, Дни	Нет	Нет			По умолчанию	Лево
f_FlexFinH	MC	Нет	Окончание FLEX, Часы	Нет	Нет			По умолчанию	Лево
f_FlexFinD	MC	Нет	Окончание FLEX, Дни	Нет	Нет			По умолчанию	Лево
f_DRAGH	MC	Нет	ДРАГ, Часы	Нет	Нет			По умолчанию	Лево
f_DRAGD	MC	Нет	ДРАГ, Дни	Нет	Нет			По умолчанию	Лево
EarlyStart	MC	Нет	Начало [Раннее]	Нет	Нет			По умолчанию	Лево
EarlyFin	MC	Нет	Окончание [Раннее]	Нет	Нет			По умолчанию	Лево
AsapStart	MC	Нет	Начало [КМР]	Нет	Нет			По умолчанию	Лево
AsapFin	MC	Нет	Окончание [КМР]	Нет	Нет			По умолчанию	Лево
AlapStart	MC	Нет	Начало [КМП]	Нет	Нет			По умолчанию	Лево
AlapFin	MC	Нет	Окончание [КМП]	Нет	Нет			По умолчанию	Лево
FinSuperAlap	MC	Нет	Окончание [Предельное]	Нет	Нет			По умолчанию	Лево
NPV	MC	Нет	Чистый Дисконтированный Доход (ЧДД)	Нет	Нет			По умолчанию	Лево
NPV_Plan	MC	Нет	Чистый Дисконтированный Доход (ЧДД) [План]	Нет	Нет			По умолчанию	Лево
IRR	MC	Нет	Внутренняя Норма Доходности (ВНД)	Нет	Нет			По умолчанию	Лево
IRR_Plan	MC	Нет	Внутренняя Норма Доходности (ВНД) [План]	Нет	Нет			По умолчанию	Лево
PayBackMoment	MC	Нет	Срок окупаемости	Нет	Нет			По умолчанию	Лево
ResCentQuan	MC	Нет	Центр ресурсов [Количество]	Нет	Нет			По умолчанию	Лево
ResCentHour	MC	Нет	Центр ресурсов [Трудоёмкость]	Нет	Нет			По умолчанию	Лево
f_InArea	MC	Нет	Входит в область	Нет	Нет			По умолчанию	Лево
DurFact	MC	Нет	Длительность, Часы [Факт]	Нет	Нет			По умолчанию	Лево
DurFactD	MC	Нет	Длительность, Дни [Факт]	Нет	Нет			По умолчанию	Лево
NumDaysFact	MC	Нет	Количество дней работы [Факт]	Нет	Нет			По умолчанию	Лево
f_UniId	MC	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	PT	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	PT	Нет	Название	Нет	Нет			По умолчанию	Лево
f_UniId	PT	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Name	TA	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	TA	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
f_ResType	TA	Нет	Тип ресурса	Нет	Нет			По умолчанию	Лево
f_PredOperType	TA	Нет	Тип предыдущей операции	Нет	Нет			По умолчанию	Лево
f_SuccOperType	TA	Нет	Тип последующей операции	Нет	Нет			По умолчанию	Лево
f_TransitCode	TA	Нет	Код операции перехода	Нет	Нет			По умолчанию	Лево
f_UniId	TA	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	TG	Нет	Код операции	Нет	Нет			По умолчанию	Лево
ObjName	TG	Нет	Название операции	Нет	Нет			По умолчанию	Лево
Notes	TG	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Code	TG	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	TG	Нет	Состояние	Нет	Нет			По умолчанию	Лево
f_StateProb	TG	Нет	Вероятность	Нет	Нет			По умолчанию	Лево
DurPlan	TG	Нет	Длительность, Часы [План]	Нет	Нет			По умолчанию	Лево
DurPlanD	TG	Нет	Длительность, Дни [План]	Нет	Нет			По умолчанию	Лево
DurSum	TG	Нет	Длительность, Часы [Итог]	Нет	Нет			По умолчанию	Лево
DurSumD	TG	Нет	Длительность, Дни [Итог]	Нет	Нет			По умолчанию	Лево
NumDays	TG	Нет	Количество дней работы [План]	Нет	Нет			По умолчанию	Лево
NumDaysSum	TG	Нет	Количество дней работы [Итог]	Нет	Нет			По умолчанию	Лево
CostTotal	TG	Нет	Общая стоимость [Итог]	Нет	Нет			По умолчанию	Лево
CostPlan	TG	Нет	Общая стоимость [План]	Нет	Нет			По умолчанию	Лево
CostFact	TG	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
WorkLoadSum	TG	Нет	Трудоёмкость [Итог]	Нет	Нет			По умолчанию	Лево
WorkLoadPlan	TG	Нет	Трудоёмкость [План]	Нет	Нет			По умолчанию	Лево
WorkLoadFact	TG	Нет	Трудоёмкость [Факт]	Нет	Нет			По умолчанию	Лево
NPV	TG	Нет	Чистый Дисконтированный Доход (ЧДД)	Нет	Нет			По умолчанию	Лево
NPV_Plan	TG	Нет	Чистый Дисконтированный Доход (ЧДД) [План]	Нет	Нет			По умолчанию	Лево
IRR	TG	Нет	Внутренняя Норма Доходности (ВНД)	Нет	Нет			По умолчанию	Лево
IRR_Plan	TG	Нет	Внутренняя Норма Доходности (ВНД) [План]	Нет	Нет			По умолчанию	Лево
PayBackMoment	TG	Нет	Срок окупаемости	Нет	Нет			По умолчанию	Лево
ResCentQuan	TG	Нет	Центр ресурсов [Количество]	Нет	Нет			По умолчанию	Лево
ResCentHour	TG	Нет	Центр ресурсов [Трудоёмкость]	Нет	Нет			По умолчанию	Лево
DurFact	TG	Нет	Длительность, Часы [Факт]	Нет	Нет			По умолчанию	Лево
DurFactD	TG	Нет	Длительность, Дни [Факт]	Нет	Нет			По умолчанию	Лево
NumDaysFact	TG	Нет	Количество дней работы [Факт]	Нет	Нет			По умолчанию	Лево
f_UniId	TG	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
